"CCSBT Registration Number","Vessel Group","Vessel Name","Previous Vessel Name",Flag,"Authorising Entity",Callsign,"Vessel Registration Number",IMO,Tonnage,"Vessel Type","Gear Type",Length,"Length Type","Owner Name","Owner Address","Owner Country","Operator Name","Operator Address","Operator Country","Onboard Freezing Capacity","Authorisation Start Date","Authorisation End Date"
FV746,Fishing,"AMALTAL MARINER",,"New Zealand","New Zealand",ZMAM,63146,9132466,498.00,Trawler,MWT,37,LOA,"AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand","AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3262,Fishing,"AMA-ROSE III",,"New Zealand","New Zealand",ZMQ5964,70856,,1.00,MULTI,UNCL,6.6,LOA,"QUINTIN FRANCIS HORLER","PO BOX 215 WAITANGI CHATHAM ISLANDS 8942","New Zealand","QUINTIN FRANCIS HORLER","PO BOX 215 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV765,Fishing,"AMALTAL COLUMBIA",,"New Zealand","New Zealand",ZMAC,62779,8913265,1899.00,Trawler,MWT,65.1,LOA,"TALLEY'S GROUP LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand","AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV5534,Fishing,AMAZON,,"New Zealand","New Zealand",ZMG2567,901080,,28.00,"Other liners","TROL,UNCL",18.4,LOA,"WILLIAM HANSEN","PO BOX 126 TE ANAU 9640","New Zealand","WILLIAM HANSEN","PO BOX 126 TE ANAU 9640","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV4031,Fishing,ALLY,,"New Zealand","New Zealand",,900438,,0.69,"Gill netters","GILL,UNCL",4.9,LOA,"MICHAEL JOE MACEDONSKI","81 CHICHESTER DRIVE ROSEHILL PAPAKURA 2113","New Zealand","MICHAEL JOE MACEDONSKI","81 CHICHESTER DRIVE ROSEHILL PAPAKURA 2113","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV772,Fishing,"AMALTAL ATLANTIS",,"New Zealand","New Zealand",ZMAA,63340,8901482,1920.00,Trawler,MWT,64.5,LOA,"AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand","AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV771,Fishing,"AMALTAL ENTERPRISE",KIWA,"New Zealand","New Zealand",ZMKW,63966,8619534,2412.00,Trawler,MWT,68.8,LOA,"AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand","AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV2447,Fishing,AMY-ANN,,"New Zealand","New Zealand",ZMQ5108,44687,,3.00,MULTI,UNCL,7.9,LOA,"GEOFFERY DAVID PRICE, PAULA JUNE PRICE","50 CHAMBERLAIN ROAD RD 8 MASTERTON 5888","New Zealand","GEOFFERY DAVID PRICE, PAULA JUNE PRICE","50 CHAMBERLAIN ROAD RD 8 MASTERTON 5888","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV769,Fishing,"AMALTAL EXPLORER",,"New Zealand","New Zealand",ZMTZ,62311,8510805,1386.00,Trawler,MWT,65.7,LOA,"AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand","AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV761,Fishing,"AMALTAL APOLLO","OCEAN RANGER","New Zealand","New Zealand",ZMOR,62373,8615851,335.00,Trawler,MWT,42.7,LOA,"TALLEY'S GROUP LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand","AMALTAL FISHING CO LIMITED","PO BOX 5 MOTUEKA 7143","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV6775,Fishing,"ACHERON II",,"New Zealand","New Zealand",ZMU8373,901258,,9.89,MULTI,UNCL,11.99,LOA,"G AND M FISHING LIMITED","PO BOX 149 CHATHAM ISLANDS 8942","New Zealand","G AND M FISHING LIMITED","PO BOX 149 CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2645,Fishing,ACHERON,,"New Zealand","New Zealand",ZM2146,63318,,8.00,"Other liners","LL,GILL,UNCL",11.1,LOA,"RASCAL FISHING COMPANY LIMITED","2 AVONLEA GROVE BELMONT LOWER HUTT 5010","New Zealand","RASCAL FISHING COMPANY LIMITED","2 AVONLEA GROVE BELMONT LOWER HUTT 5010","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV709,Fishing,"ADELAIDE PEARL",,"New Zealand","New Zealand",ZM2547,44616,7406710,223.00,Trawler,MWT,25,LOA,"PETROMONT HOLDINGS LIMITED","PO BOX 102 CLEVEDON 2248","New Zealand","PETROMONT HOLDINGS LIMITED","PO BOX 102 CLEVEDON 2248","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV5924,Fishing,ALBACORE2,,"New Zealand","New Zealand",ZMA6432,901178,,12.00,MULTI,UNCL,12,LOA,"JAMES WILLIAM DAVISON","PO BOX 56 HAAST 7844","New Zealand","JAMES WILLIAM DAVISON","PO BOX 56 HAAST 7844","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4478,Fishing,"AIMEE MARIE",,"New Zealand","New Zealand",,900908,,2.00,"Gill netters",GILL,5.9,LOA,"BRENDAN DAVID TAYLOR","20 PHOENICIA COURT THE GARDENS MANUKAU 2105","New Zealand","BRENDAN DAVID TAYLOR","20 PHOENICIA COURT THE GARDENS MANUKAU 2105","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6568,Fishing,"ALEKSEY SLOBODCHIKOV",,"New Zealand","New Zealand",ZMAL,62713,8845640,4407.00,Trawler,MWT,104.5,LOA,"BEAUTIFUL SCENERY CYPRUS INTERNATIONAL TRUST","PO BOX 2227 SHORTLAND STREET AUCKLAND 1140","New Zealand","MARUHA (N.Z.) CORPORATION LIMITED","PO BOX 2227 SHORTLAND STREET AUCKLAND 1140","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV3840,Fishing,ALLY,,"New Zealand","New Zealand",,900574,,0.25,MULTI,UNCL,3.8,LOA,"CRAIG COLIN LEITH","20 TOKANUI HALDANE ROAD RD 1 TOKANUI 9884","New Zealand","CRAIG COLIN LEITH","20 TOKANUI HALDANE ROAD RD 1 TOKANUI 9884","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6809,Fishing,ALEXIE,,"New Zealand","New Zealand",,901295,,0.70,MULTI,UNCL,5.5,LOA,"BEAU DAY LIMITED","117 HARNETTS ROAD RD1 KAIKOURA 7371","New Zealand","BEAU DAY LIMITED","117 HARNETTS ROAD RD1 KAIKOURA 7371","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6294,Fishing,"ALEATHA T",,"New Zealand","New Zealand",ZMF4401,901283,,62.00,"Other liners","LL,TROL",17.7,LOA,"ALTAIR FISHING LIMITED","21 PACKHAM CRESCENT STOKE NELSON 7011","New Zealand","ALTAIR FISHING LIMITED","21 PACKHAM CRESCENT STOKE NELSON 7011","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3534,Fishing,AKWIKI,,"New Zealand","New Zealand",ZMQ5575,900452,,4.80,MULTI,UNCL,8.8,LOA,"PORTLAND CRAYS LIMITED","18 PARKVIEW PLACE RIVERDALE GISBORNE 4010","New Zealand","PORTLAND CRAYS LIMITED","18 PARKVIEW PLACE RIVERDALE GISBORNE 4010","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2176,Fishing,"ALBATROSS II",,"New Zealand","New Zealand",ZM2675,15874,8409111,143.00,Trawler,MWT,24.9,LOA,"SANFORD LIMITED","PO BOX 443 SHORTLAND STREET AUCKLAND 1140","New Zealand","SANFORD LIMITED","PO BOX 443 SHORTLAND STREET AUCKLAND 1140","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV2313,Fishing,"ALICE DELL",,"New Zealand","New Zealand",ZM2865,32864,,50.00,"Other liners","LL,TROL",17.5,LOA,"MAX MARINE LIMITED","233 WAIPAPA BLOCK ROAD RD 8 TAURANGA 3180","New Zealand","MAX MARINE LIMITED","233 WAIPAPA BLOCK ROAD RD 8 TAURANGA 3180","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3553,Fishing,"38° SOUTH",,"New Zealand","New Zealand","ZMQ 3901",900512,,14.00,MULTI,UNCL,13.5,LOA,"ALAN CLIFTON WHITLEY","PO BOX 822 GISBORNE 4040","New Zealand","ALAN CLIFTON WHITLEY","PO BOX 822 GISBORNE 4040","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4337,Fishing,"A1 EELER",,"New Zealand","New Zealand",,900867,,0.10,MULTI,UNCL,4,LOA,"BARRY JOHN STRATFORD","379 WAIKAKA ROAD NO 3 RD GORE 9773","New Zealand","BARRY JOHN STRATFORD","379 WAIKAKA ROAD NO 3 RD GORE 9773","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6852,Fishing,"""XS""",,"New Zealand","New Zealand",,63383,,56.00,MULTI,UNCL,20.4,LOA,"JAYCE FISHER","149 BLACK RD, RD 9, INVERCARGIL 9879","New Zealand","SLADE FISHER","149 BLACK RD, RD 9, INVERCARGIL 9879","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV6913,Fishing,"ABROLHOS SPIRIT",,"New Zealand","New Zealand",ZMX8903,901432,,22.00,"Other liners",TROL,16.78,LOA,"ABROLHOS SPIRIT LIMITED","1035 LILLBURN MONOWAI ROAD RD 1 TUATAPERE 9691","New Zealand","ABROLHOS SPIRIT LIMITED","1035 LILLBURN MONOWAI ROAD RD 1 TUATAPERE 9691","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2659,Fishing,ABDUL,,"New Zealand","New Zealand",,63386,,0.30,MULTI,UNCL,4.8,LOA,"ROSS CHARLES NEWTON","21 IRVINE ROAD THE COVE DUNEDIN 9077","New Zealand","ROSS CHARLES NEWTON","21 IRVINE ROAD THE COVE DUNEDIN 9077","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6801,Fishing,"""Q""",,"New Zealand","New Zealand",,63465,,1.20,MULTI,UNCL,7.8,LOA,"CLIVE ANTHONY POMARE","PO BOX 204 WAITANGI CHATHAM ISLANDS 8942","New Zealand","CLIVE ANTHONY POMARE","PO BOX 204 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6868,Fishing,"2 DVS","JACKS MATE","New Zealand","New Zealand",,901105,,2.00,"Gill netters",GILL,5,LOA,"ALL HOURS FISHING LIMITED","604 STATE HIGHWAY 25 RD 6 THAMES 3576","New Zealand","ALL HOURS FISHING LIMITED","604 STATE HIGHWAY 25 RD 6 THAMES 3576","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6284,Fishing,"WIRTA - 7",,Indonesia,Indonesia,YEB5592,"96 NO.2080/PD",8527767,96.00,Longline,LL,27.55,LOA,"ABDUL RAHMAN WILLY","JL. MOH. YAMIN IV NO.18 A BABAKAN SARI, KEL. SUMERTA KELOD, KEC. DENPASAR TIMUR, KOTA DENPASAR",Indonesia,"ABDUL RAHMAN WILLY","JL. MOH. YAMIN IV NO.18 A BABAKAN SARI, KEL. SUMERTA KELOD, KEC. DENPASAR TIMUR, KOTA DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6288,Fishing,"TUNA SEGAR - 88",,Indonesia,Indonesia,YEC4068,"29 NO.2949/PD",8584416,29.00,Longline,LL,22.3,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6319,Fishing,"SENTOSA JAYA - 02",,Indonesia,Indonesia,YEB5813,"47 NO.2653/PD",8561581,47.00,Longline,LL,20.21,LOA,HERIYANTO,"JL. PALAPA GG. XIII NO. 8 KELURAHAN SESETAN, KEC. DENPASAR SELATAN",Indonesia,HERIYANTO,"JL. PALAPA GG. XIII NO. 8 KELURAHAN SESETAN, KEC. DENPASAR SELATAN",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6474,Fishing,"SURYA NELAYAN 2",,Indonesia,Indonesia,YEB5855,"60 NO.2297/PD",8528278,60.00,Longline,LL,24.5,LOA,ANTONI,"JL. RAMA NO.20 DUSUN PESANGGARAN, KEL. PEDUNGAN, KEC. DENPASAR SELATAN, KOTA DENPASAR, PROV. BALI",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6535,Fishing,"PULAU MAS RAYA - 12",,Indonesia,Indonesia,YEB5581,"49 NO.2458/PD",8571483,49.00,Longline,LL,23,LOA,AWALUDIN,"JL. P. MOYO KOMPLEK GREEN KORI III NO. 21 DENPASAR",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6338,Fishing,"SUMBER REZEKI - 21",,Indonesia,Indonesia,YEB5406,"64 NO.2675/PD",8526567,64.00,Longline,LL,24.93,LOA,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6268,Fishing,"PRIMUS JAYA II",,Indonesia,Indonesia,YEB5717,"30 NO.1320/PD",8584595,30.00,Longline,LL,21.89,LOA,TONI,"JL. PENDIDIKAN I NO. A3 GRAHA KERTI SIDAKARYA, DENPASAR BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6538,Fishing,"SENTRA NELAYAN - I",,Indonesia,Indonesia,YEB5609,"50 NO.2482/PD",8586426,50.00,Longline,LL,22.3,LOA,"WIRANTO WINATA","JL. TUKAD BADUNG NO.170 DENPASAR",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6070,Fishing,"PRIMUS JAYA - VIII",,Indonesia,Indonesia,YEB5408,"58 NO.1718/PD",8526282,58.00,Longline,LL,23.93,LOA,HENDRA,"JL. PULAU MOYO PERUM JADI PESONA NO.9 DUKUH PESIRAHAN PEDUNGAN DENPASAR BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6193,Fishing,"TUNA SEGAR - 18",,Indonesia,Indonesia,YEC4065,"28 NO.2372/PD",8584404,28.00,Longline,LL,19.6,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5187,Fishing,"SURYA TERANG 02","MINA CENTRAL JAYA 02",Indonesia,Indonesia,YE4707,"96 NO.3238/PD",8561610,96.00,Longline,LL,29.41,LOA,"THAM FUK TJIN","JL. P. MOYO GG TUNA 8 NO.1, DENPASAR SELATAN BALI",Indonesia,"THAM FUK TJIN","JL. P. MOYO GG TUNA 8 NO.1, DENPASAR SELATAN BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6147,Fishing,"PERINTIS JAYA - 98",KASKO,Indonesia,Indonesia,YEB5472,"29 NO.594/NA",8563383,29.00,Longline,LL,22.84,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6139,Fishing,"PERINTIS JAYA - 16","SINAR FAJAR - 33",Indonesia,Indonesia,YEB5463,"28 NO.1708/PD",8582327,28.00,Longline,LL,20.3,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6391,Fishing,"PERINTIS JAYA - 29","BINTANG TIMUR - IV",Indonesia,Indonesia,YEB5830,"27 NO.2273/PD",8563307,27.00,Longline,LL,16.85,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6534,Fishing,"PERINTIS JAYA 202",,Indonesia,Indonesia,YEC5021,"29 NO.2850/PD",8563826,29.00,Longline,LL,20,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6636,Fishing,"PATRIA MULIA - 02",,Indonesia,Indonesia,YEA5943,"30 NO.3031/PD",8584545,30.00,Longline,LL,16.44,LOA,"I GUSTI ARYA EMAN HIMAWAN","JL. DIPONOGORO GG.ULAM KENCANA NO.4A DENPASAR BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6046,Fishing,"PERINTIS JAYA - 88",,Indonesia,Indonesia,YEB5155,"48 NO.2439/PD",8527872,48.00,Longline,LL,27.6,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6045,Fishing,"PERINTIS JAYA - 37","MAYA MANDIRI 108",Indonesia,Indonesia,YEB5467,"58 NO.2558/PD",8527999,58.00,Longline,LL,23.94,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6145,Fishing,"PERINTIS JAYA 66",,Indonesia,Indonesia,YEB5160,"58 NO.2498/PD",8562078,58.00,Longline,LL,26.4,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6280,Fishing,"PRIMUS INDAH",,Indonesia,Indonesia,YEB5734,"29 NO.1139/PD",8584521,29.00,Longline,LL,22.05,LOA,TONI,"JL. PENDIDIKAN I NO. A3 GRAHA KERTI SIDAKARYA, DENPASAR BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6143,Fishing,"PERINTIS JAYA 31","MAYA MANDIRI - 68",Indonesia,Indonesia,YEB5466,"39 NO.2441/PD",8562121,39.00,Longline,LL,23.7,LOA,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,"PERINTIS JAYA INTERNASIONAL, PT","JL. IKAN TUNA RAYA BARAT NO. 6 PELABUHAN BENOA, DENPASAR",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV7842,Fishing,"PERMATA 188","FAJAR 7",Indonesia,Indonesia,YEA5107,"107 NO.6049/PST",8647347,107.00,Longline,LL,26.7,LOA,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6049,Fishing,"NAGA MAS PERKASA - II",,Indonesia,Indonesia,YEB5346,"30 NO.2549/PD",8574356,30.00,Longline,LL,22.65,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6635,Fishing,"NUSANTARA - 868",,Indonesia,Indonesia,YEB5081,"19 NO.812/PD",8584387,19.00,Longline,LL,19.87,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6528,Fishing,"NUSANTARA - 268",,Indonesia,Indonesia,YEB5232,"29 NO.1413/PD",8584363,29.00,Longline,LL,23.01,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6599,Fishing,"NUSANTARA - 368",,Indonesia,Indonesia,YC5718,"29 NO.1733/PD",8584375,29.00,Longline,LL,20.19,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6150,Fishing,"NAGA MAS PERKASA - 8",,Indonesia,Indonesia,YEB5760,"30 NO.1210/PD",8574291,30.00,Longline,LL,22.76,LOA,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6149,Fishing,"NAGA MAS PERKASA - V",,Indonesia,Indonesia,YEB5741,"29 NO.1155/PD",8574368,29.00,Longline,LL,21.11,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6048,Fishing,"NAGA MAS PERKASA - VII",,Indonesia,Indonesia,YEB5727,"37 NO.2565/PD",8569545,37.00,Longline,LL,23.3,LOA,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6154,Fishing,"NAGA MAS PERKASA - 57",,Indonesia,Indonesia,YEB5729,"30 NO.2803/PD",8574344,30.00,Longline,LL,21.57,LOA,TARNO,"PERUM MERTASARI GRAHA MULYA KAV A-I SIDAKARYA, DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6156,Fishing,"NAGA MAS PERKASA XI",,Indonesia,Indonesia,YEB5731,"55 NO.2477/PD",8571043,55.00,Longline,LL,23.01,LOA,TARNO,"PERUM MERTASARI GRAHA MULYA KAV A-I SIDAKARYA, DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6272,Fishing,"NAGA MAS PERKASA 17",,Indonesia,Indonesia,YEB5348,"58 NO.3023/PD",8569454,58.00,Longline,LL,23.19,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6075,Fishing,"NAGA MAS PERKASA IX",,Indonesia,Indonesia,YEB5728,"30 NO.1318/PD",8574306,30.00,Longline,LL,22.98,LOA,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
