SENDER,FLAG,IRCS,NAME,IMO_NUMBER,EXT_MARK,TYPE,TONNAGE,LENGTH,POWER,AUTHORISED,SPECIES,STARTS,ENDS
XEU,IRL,EI5777,"CU NA MARA",9215995,S224,TO,"LC 233","OA 25","KW 615",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIPN7,AUDACIOUS,9760732,DA14,TO,"LC 230","OA 26","KW 395",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIPN7,AUDACIOUS,9760732,DA14,TO,"LC 230","OA 26","KW 395",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIPN7,AUDACIOUS,9760732,DA14,TO,"LC 230","OA 26","KW 395",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI5777,"CU NA MARA",9215995,S224,TO,"LC 233","OA 25","KW 615",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIGP4,COURAGEOUS,8705175,DA18,TO,"LC 163","OA 23","KW 399",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIVE8,TEMPO,8732776,D349,TO,"LC 170","OA 26","KW 447",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIGP4,COURAGEOUS,8705175,DA18,TO,"LC 163","OA 23","KW 399",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIHL3,"OCEAN VENTURE II",9515864,S121,TO,"LC 267","OA 27","KW 662",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIGP4,COURAGEOUS,8705175,DA18,TO,"LC 163","OA 23","KW 399",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EISY8,AINE,9794886,SO734,TO,"LC 1128","OA 57","KW 2003",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIDN,"WESTERN ENDEAVOUR",8610681,D653,TO,"LC 1988","OA 71","KW 2984",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EISY8,AINE,9794886,SO734,TO,"LC 1128","OA 57","KW 2003",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EISY8,AINE,9794886,SO734,TO,"LC 1128","OA 57","KW 2003",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EISY8,AINE,9794886,SO734,TO,"LC 1128","OA 57","KW 2003",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EISY8,AINE,9794886,SO734,TO,"LC 1128","OA 57","KW 2003",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EICN5,"CORONA GLORIA",8650942,S512,TO,"LC 128","OA 23","KW 395",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIDN,"WESTERN ENDEAVOUR",8610681,D653,TO,"LC 1988","OA 71","KW 2984",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIDN,"WESTERN ENDEAVOUR",8610681,D653,TO,"LC 1988","OA 71","KW 2984",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIDN,"WESTERN ENDEAVOUR",8610681,D653,TO,"LC 1988","OA 71","KW 2984",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIDN,"WESTERN ENDEAVOUR",8610681,D653,TO,"LC 1988","OA 71","KW 2984",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIDN,"WESTERN ENDEAVOUR",8610681,D653,TO,"LC 1988","OA 71","KW 2984",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EISY8,AINE,9794886,SO734,TO,"LC 1128","OA 57","KW 2003",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EITK6,"STELLA NOVA",9826744,DA57,TO,"LC 206","OA 24","KW 423",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EITK6,"STELLA NOVA",9826744,DA57,TO,"LC 206","OA 24","KW 423",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIUE4,"WESTERN CHIEFTAIN",9816787,SO237,TO,"LC 853","OA 52","KW 2400",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIUE4,"WESTERN CHIEFTAIN",9816787,SO237,TO,"LC 853","OA 52","KW 2400",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIUE4,"WESTERN CHIEFTAIN",9816787,SO237,TO,"LC 853","OA 52","KW 2400",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIUE4,"WESTERN CHIEFTAIN",9816787,SO237,TO,"LC 853","OA 52","KW 2400",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIUE4,"WESTERN CHIEFTAIN",9816787,SO237,TO,"LC 853","OA 52","KW 2400",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIUE4,"WESTERN CHIEFTAIN",9816787,SO237,TO,"LC 853","OA 52","KW 2400",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EI8132,"ATLANTIC QUEST",9089217,SO985,TO,"LC 202","OA 23","KW 375",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIAX8,"OCEAN PIONEER",9069906,S45,TO,"LC 174","OA 22","KW 440",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EICC9,ADVENTURER,9095670,C391,TO,"LC 94","OA 22","KW 450",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EITK6,"STELLA NOVA",9826744,DA57,TO,"LC 206","OA 24","KW 423",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIQD8,COLMCILLE,9734226,G186,TO,"LC 325","OA 27","KW 719",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIQD8,COLMCILLE,9734226,G186,TO,"LC 325","OA 27","KW 719",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIQD8,COLMCILLE,9734226,G186,TO,"LC 325","OA 27","KW 719",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIQD8,COLMCILLE,9734226,G186,TO,"LC 325","OA 27","KW 719",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIQD8,COLMCILLE,9734226,G186,TO,"LC 325","OA 27","KW 719",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIQD8,COLMCILLE,9734226,G186,TO,"LC 325","OA 27","KW 719",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI5958,WESTBOUND,8780515,SO936,TO,"LC 74","OA 17","KW 171",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI8447,"RACHEL JAY",8808939,S448,TO,"LC 304","OA 27","KW 570",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EI5775,"STELLA MARIS",9216004,S22,TO,"LC 233","OA 25","KW 738",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI5775,"STELLA MARIS",9216004,S22,TO,"LC 233","OA 25","KW 738",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI5775,"STELLA MARIS",9216004,S22,TO,"LC 233","OA 25","KW 738",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIDI4,"OCEAN HARVESTER II",9098189,G688,TO,"LC 156","OA 23","KW 400",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EICH5,"KRISTEL PATRICK",9098050,S511,TO,"LC 117","OA 20","KW 368",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EICH5,"KRISTEL PATRICK",9098050,S511,TO,"LC 117","OA 20","KW 368",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EICH5,"KRISTEL PATRICK",9098050,S511,TO,"LC 117","OA 20","KW 368",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIXW3,"HARVEST REAPER II",8531811,S287,GO,"LC 74","OA 17","KW 191",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIXW3,"HARVEST REAPER II",8531811,S287,GO,"LC 74","OA 17","KW 191",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIXW3,"HARVEST REAPER II",8531811,S287,GO,"LC 74","OA 17","KW 191",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIA2283,"ATLANTIC FISHER II",8802698,T116,GO,"LC 182","OA 23","KW 335",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIA2283,"ATLANTIC FISHER II",8802698,T116,GO,"LC 182","OA 23","KW 335",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIA2283,"ATLANTIC FISHER II",8802698,T116,GO,"LC 182","OA 23","KW 335",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIUZ6,KILORAN,8306503,G209,TO,"LC 207","OA 26","KW 447",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIUZ6,KILORAN,8306503,G209,TO,"LC 207","OA 26","KW 447",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIUZ6,KILORAN,8306503,G209,TO,"LC 207","OA 26","KW 447",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIA2035,"OCEAN CREST",9924950,S381,TO,"LC 354","OA 27","KW 736",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIA2486,"WAVE CREST",9924962,S383,TO,"LC 354","OA 27","KW 736",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIDC8,"MARY CATHERINE",8577164,WD7,TO,"LC 95","OA 24","KW 221",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIDC8,"MARY CATHERINE",8577164,WD7,TO,"LC 95","OA 24","KW 221",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIDC8,"MARY CATHERINE",8577164,WD7,TO,"LC 95","OA 24","KW 221",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EI8715,"HANNAH J",9068598,S483,TO,"LC 103","OA 20","KW 360",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIGP,SHEANNE,9280093,SO716,TO,"LC 1588","OA 62","KW 2238",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIGP,SHEANNE,9280093,SO716,TO,"LC 1588","OA 62","KW 2238",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIGP,SHEANNE,9280093,SO716,TO,"LC 1588","OA 62","KW 2238",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIGP,SHEANNE,9280093,SO716,TO,"LC 1588","OA 62","KW 2238",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIND,MARLIONA,9321342,SO975,TO,"LC 362","OA 33","KW 721",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIND,MARLIONA,9321342,SO975,TO,"LC 362","OA 33","KW 721",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIND,MARLIONA,9321342,SO975,TO,"LC 362","OA 33","KW 721",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIPX,VIGILANT,9131979,SO109,TO,"LC 1093","OA 53","KW 1007",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIPX,VIGILANT,9131979,SO109,TO,"LC 1093","OA 53","KW 1007",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIPX,VIGILANT,9131979,SO109,TO,"LC 1093","OA 53","KW 1007",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIPX,VIGILANT,9131979,SO109,TO,"LC 1093","OA 53","KW 1007",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIPX,VIGILANT,9131979,SO109,TO,"LC 1093","OA 53","KW 1007",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIPX,VIGILANT,9131979,SO109,TO,"LC 1093","OA 53","KW 1007",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIGX7,ADRIANNE,9761968,C401,TO,"LC 100","OA 20","KW 250",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIGX7,ADRIANNE,9761968,C401,TO,"LC 100","OA 20","KW 250",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIGX7,ADRIANNE,9761968,C401,TO,"LC 100","OA 20","KW 250",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI3671,NAUSICAA,8650954,DA63,TO,"LC 114","OA 20","KW 316",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI3671,NAUSICAA,8650954,DA63,TO,"LC 114","OA 20","KW 316",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI3671,NAUSICAA,8650954,DA63,TO,"LC 114","OA 20","KW 316",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI8173,"NAOMH PEADAR II",9049152,SO958,TO,"LC 222","OA 23","KW 485",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EI8173,"NAOMH PEADAR II",9049152,SO958,TO,"LC 222","OA 23","KW 485",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EI8173,"NAOMH PEADAR II",9049152,SO958,TO,"LC 222","OA 23","KW 485",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI8173,"NAOMH PEADAR II",9049152,SO958,TO,"LC 222","OA 23","KW 485",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI8173,"NAOMH PEADAR II",9049152,SO958,TO,"LC 222","OA 23","KW 485",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI8173,"NAOMH PEADAR II",9049152,SO958,TO,"LC 222","OA 23","KW 485",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIGP,SHEANNE,9280093,SO716,TO,"LC 1588","OA 62","KW 2238",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIGP,SHEANNE,9280093,SO716,TO,"LC 1588","OA 62","KW 2238",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIYB3,VERONICA,9893553,D602,TO,"LC 2172","OA 65","KW 2999",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI5772,"ATLANTIC CHALLENGE",9213442,D642,TO,"LC 1783","OA 59","KW 2940",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIYB3,VERONICA,9893553,D602,TO,"LC 2172","OA 65","KW 2999",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIYB3,VERONICA,9893553,D602,TO,"LC 2172","OA 65","KW 2999",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIMG,"SEA SPRAY",9057630,S89,TO,"LC 622","OA 43","KW 522",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIMG,"SEA SPRAY",9057630,S89,TO,"LC 622","OA 43","KW 522",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIMG,"SEA SPRAY",9057630,S89,TO,"LC 622","OA 43","KW 522",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIMG,"SEA SPRAY",9057630,S89,TO,"LC 622","OA 43","KW 522",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIMG,"SEA SPRAY",9057630,S89,TO,"LC 622","OA 43","KW 522",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIMG,"SEA SPRAY",9057630,S89,TO,"LC 622","OA 43","KW 522",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIPG,"FATHER MCKEE",9295878,SO708,TO,"LC 1535","OA 65","KW 2710",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIPG,"FATHER MCKEE",9295878,SO708,TO,"LC 1535","OA 65","KW 2710",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIPG,"FATHER MCKEE",9295878,SO708,TO,"LC 1535","OA 65","KW 2710",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIPG,"FATHER MCKEE",9295878,SO708,TO,"LC 1535","OA 65","KW 2710",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIPG,"FATHER MCKEE",9295878,SO708,TO,"LC 1535","OA 65","KW 2710",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIPG,"FATHER MCKEE",9295878,SO708,TO,"LC 1535","OA 65","KW 2710",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIUC2,"FIONA K III",9826794,T117,TO,"LC 247","OA 27","KW 448",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIYB3,VERONICA,9893553,D602,TO,"LC 2172","OA 65","KW 2999",Yes,HOM,01-JAN-25,31-DEC-25
