"NPFC Vessel_id",flag_state,vessel_name,previous_name,registration_no,"Previous Registration",port_of_registry,"Previous Port(s) of Registry",imo,previous_flag,call_sign,mmsi,communication_details,vessel_type,crew,type_of_fishing_method,type_of_length,length,unit_length,type_of_depth,depth,unit_depth,type_of_beam,beam,unit_beam_depth,tonnage,tonnage_type,power_of_engine,unit_engine,fish_hold_capacity,freezer_capacity,freezer_type,unit_freezer
909,Japan,"Wakashio Maru No. 8",,HK1-1397,,Nemuro,,9648415,,7JLV,,"B：870-7731-92504  C: 443202098, 443200749  Nstar:090-3023-0897  IP: 050-1724-8395","Stick-held dip netters (NS), Jigger vessels (LJ)",20,"Stick-held dip net (SHDN), Hooks and lines (nei) (LX)","Registered Length",38.28,Meters,"Moulded Depth",3.35,Meters,"Moulded Breadth",7.50,Meters,199.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",277.68m³,3.4,"Air Blast","Tons / Day"
1530,Japan,"Wakashio Maru No.86",,HK1-1405,,Nemuro,,9910519,,7KGQ,,,"Jigger vessels (LJ)",12,"Hooks and lines (nei) (LX)","Registered Length",34.80,Meters,"Moulded Depth",3.10,Meters,"Moulded Breadth",7.20,Meters,199.00,"Gross Register Tonnage (GRT)",735.00,"Pferdestärke (ps)",218.29m³,,,
857,Japan,"Washin Maru No. 58",,HK2-22233,,Nemuro,,8347222,,NONE,,,"Stick-held dip netters (NS)",8,"Stick-held dip net (SHDN)","Registered Length",14.09,Meters,"Moulded Depth",1.41,Meters,"Moulded Breadth",3.65,Meters,19.00,"Gross Register Tonnage (GRT)",504.00,"Kilowatts (kW)",33.77m³,0,Ice,"Tons / Day"
1019,Japan,"Yae Maru No. 21",,AM1-703,,Hachinohe,,9219692,,JE3164,,,"Jigger vessels (LJ)",10,"Hooks and lines (nei) (LX)","Registered Length",34.30,Meters,"Moulded Depth",3.00,Meters,"Moulded Breadth",7.00,Meters,198.00,"Gross Register Tonnage (GRT)",400.00,"Pferdestärke (ps)",201.09m³,48.51,"Air Blast","Cubic Metres"
1020,Japan,"Yae Maru No. 71",,AM1-728,,Hachinohe,,9661962,,7JOQ,,,"Jigger vessels (LJ)",10,"Hooks and lines (nei) (LX)","Registered Length",34.30,Meters,"Moulded Depth",3.00,Meters,"Moulded Breadth",7.00,Meters,184.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",181.20m³,49.38,"Air Blast","Cubic Metres"
1026,Japan,"Yahata Maru No. 68",,AM1-736,,Hachinohe,,9661948,,7JPP,,,"Jigger vessels (LJ)",10,"Hooks and lines (nei) (LX)","Registered Length",34.30,Meters,"Moulded Depth",3.00,Meters,"Moulded Breadth",7.00,Meters,184.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",239.14m³,49.14,"Air Blast","Cubic Metres"
964,Japan,"Yamakami Maru No. 58",,MG2-5741,,Onagawa,,8347662,,NONE,431006799,"C: 443201557  N-STAR: 090-3022-2148","Stick-held dip netters (NS)",8,"Stick-held dip net (SHDN)","Registered Length",20.09,Meters,"Moulded Depth",1.29,Meters,"Moulded Breadth",4.22,Meters,19.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",55.41m³,0,Ice,"Tons / Day"
1969,Japan,"YAMASEN MARU NO. 35",,CB1-60067,,Choshi,,9926532,,JD4959,,"N-STAR  090-3023-2541","Purse seiners (SP)",16,"Purse seines (PS)","Registered Length",56.68,Meters,"Moulded Depth",4.70,Meters,"Moulded Breadth",9.50,Meters,480.00,"Gross Register Tonnage (GRT)",,,,,,
861,Japan,"Yoshi Maru No. 53",,HK2-22203,,Nemuro,,2397196,,NONE,431800173,"B: 870-7731-92366  C: 443200529 ; 443201032  N-STAR: 090-3022-1077","Stick-held dip netters (NS)",10,"Stick-held dip net (SHDN)","Registered Length",19.29,Meters,"Moulded Depth",2.24,Meters,"Moulded Breadth",5.31,Meters,29.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",54.71m³,0,Ice,"Tons / Day"
903,Japan,"Yoshi Maru No. 8","Umitaka Maru No.72",HK2-23200,,Nemuro,,8461963,,None,431800663,"C: 443201968  N-STAR: 090-3022-4477","Stick-held dip netters (NS)",8,"Stick-held dip net (SHDN)","Registered Length",16.23,Meters,"Moulded Depth",1.46,Meters,"Moulded Breadth",3.70,Meters,19.00,"Gross Register Tonnage (GRT)",670.00,"Kilowatts (kW)",42.45m³,0,Ice,"Tons / Day"
862,Japan,"Yoshi Maru No. 81",,HK2-23296,,Nemuro,,8342648,,7JRQ,431005376,"B: 870-7731-93215  C: 443201031;443299710  N-STAR: 090-3023-0653","Stick-held dip netters (NS)",11,"Stick-held dip net (SHDN)","Registered Length",22.95,Meters,"Moulded Depth",1.74,Meters,"Moulded Breadth",4.53,Meters,29.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",82.85m³,0,Ice,"Tons / Day"
872,Japan,"Yoshi Maru No. 88",,HK2-23293,,Nemuro,,8343202,,7JQI,431000980,"B:870-7731-92405  C: 443200965；443201082  N-STAR: 090-3023-0808","Stick-held dip netters (NS)",12,"Stick-held dip net (SHDN)","Registered Length",22.40,Meters,"Moulded Depth",1.71,Meters,"Moulded Breadth",4.58,Meters,29.00,"Gross Register Tonnage (GRT)",809.00,"Kilowatts (kW)",72.80m³,0,Ice,"Tons / Day"
1880,Japan,"YOSHI MARU No.1","KINEI MARU No.36",HK1-1408,,Nemuro,,9189225,,JG5007,431109000,"B:870-7731-93307  C:443201552  N-STAR:090-3023-0808","Stick-held dip netters (NS)",20,"Stick-held dip net (SHDN)","Registered Length",36.50,Meters,"Moulded Depth",3.40,Meters,"Moulded Breadth",7.40,Meters,187.00,"Gross Register Tonnage (GRT)",520.00,"Pferdestärke (ps)",258.72m³,,,
900,Japan,"Yoshie Maru No. 65","Matsuei Maru No.35",HK2-20359,,Akkeshi,,2866018,,7KHR,431800147,"C: 443200888 ; 443200996  N-STAR: 090-3024-4193","Stick-held dip netters (NS)",9,"Stick-held dip net (SHDN)","Registered Length",19.16,Meters,"Moulded Depth",2.56,Meters,"Moulded Breadth",5.20,Meters,29.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",66.74m³,0,Ice,"Tons / Day"
889,Japan,"Yumi Maru No. 71",,HK2-20346,,Akkeshi,,2397017,,JD4838,431800537,"C: 443200994  N-STAR: 090-3022-3888","Stick-held dip netters (NS)",8,"Stick-held dip net (SHDN)","Registered Length",19.82,Meters,"Moulded Depth",2.00,Meters,"Moulded Breadth",4.87,Meters,29.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",73.44m³,0,Ice,"Tons / Day"
960,Japan,"Yuryo Maru No. 18","Shinobu Maru No.5",MG2-5424,,Ishinomaki,,8347624,,NONE,431009476,"B: 870-7731-92462  C: 443200878 ; 443200986  N-STAR: 090-3023-0753","Stick-held dip netters (NS)",7,"Stick-held dip net (SHDN)","Registered Length",19.44,Meters,"Moulded Depth",1.66,Meters,"Moulded Breadth",4.42,Meters,19.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",39.20m³,0,Ice,"Tons / Day"
858,Japan,"Yuushin Maru No.83",,HK2-22247,,Nemuro,,2866032,,NONE,431800594,"C: 443200845 ; 443200898  N-STAR: 090-3022-5619","Stick-held dip netters (NS)",11,"Stick-held dip net (SHDN)","Registered Length",19.91,Meters,"Moulded Depth",1.87,Meters,"Moulded Breadth",5.10,Meters,29.00,"Gross Register Tonnage (GRT)",736.00,"Kilowatts (kW)",58.01m³,0,Ice,"Tons / Day"
937,Japan,"Zempo Maru No. 28",,IT2-5058,,Ofunato,,8347480,,NONE,431008415,"B: 870-7731-92421  C: 443200879 ; 443200984  N-STAR: 090-3022-2332","Stick-held dip netters (NS)",,"Stick-held dip net (SHDN)","Registered Length",20.02,Meters,"Moulded Depth",1.28,Meters,"Moulded Breadth",4.21,Meters,19.00,"Gross Register Tonnage (GRT)",809.00,"Kilowatts (kW)",56.60m³,0,Ice,"Tons / Day"
999,Japan,"ZENRYU MARU No. 68",,TY1-205,,Uozu,,9641625,,JD3347,,"B: 870-7731-92416  C: 443200730 ; 443200731  N-STAR: 090-3023-5012  IP: 050-1722-2838","Stick-held dip netters (NS)",18,"Stick-held dip net (SHDN)","Registered Length",38.36,Meters,"Moulded Depth",3.40,Meters,"Moulded Breadth",7.50,Meters,199.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",266.16m³,9,"Air Blast","Tons / Day"
1337,Korea,"101 HAERANG",,1210001-6261104,,Busan,,8827882,,6KCB9,441879000,"B : 773068192  C : 444000623","Jigger vessels (LJ)",35,"Hooks and lines (nei) (LX)","Registered Length",50.55,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",9.00,Meters,454.00,"Gross Tonnage (GT)",1250.00,"Horse Power (hp)",1372.49m³,70,,"Tons / Day"
1348,Korea,"AGNES 101","NO.52 DOOAN",9512430-6260000,,Busan,,9021588,,DTBS3,,"B : 773110787  C : 444041310  INTERNET TEL: 070-7403-2755 / INMARSAT TEL: 870-773-060-681","Jigger vessels (LJ)",39,"Hooks and lines (nei) (LX)","Registered Length",61.59,Meters,"Moulded Depth",4.25,Meters,"Moulded Breadth",10.20,Meters,1021.00,"Gross Tonnage (GT)",1800.00,"Horse Power (hp)",1083.98m³,,,
1349,Korea,"AGNES 102",,9512190-6260001,,Busan,,7355167,,DTBR3,,"B : 773111000  C : 444000776","Jigger vessels (LJ)",40,"Hooks and lines (nei) (LX)","Registered Length",51.45,Meters,"Moulded Depth",4.40,Meters,"Moulded Breadth",9.80,Meters,880.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",893.25m³,,,
1350,Korea,"AGNES 103",,9512192-6260009,,Busan,,7380150,,DTBR4,,"B : 773111052  C : 444030310","Jigger vessels (LJ)",37,"Hooks and lines (nei) (LX)","Registered Length",51.45,Meters,"Moulded Depth",4.40,Meters,"Moulded Breadth",9.80,Meters,880.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",893.25m³,,,
1352,Korea,"AGNES 107",,9511038-6471101,,Busan,,8320353,,DTBR6,441330000,"FBB250 (870 773 061428)","Jigger vessels (LJ)",35,"Hooks and lines (nei) (LX)","Registered Length",50.23,Meters,"Moulded Depth",4.15,Meters,"Moulded Breadth",9.50,Meters,722.00,"Gross Tonnage (GT)",1300.00,"Horse Power (hp)",528.00m³,50,"Freon Refrigeration System","Tons / Day"
1353,Korea,"AGNES 108",,9511039-6471100,,Busan,,8404379,,DTBR8,441404000,"FBB250 (870 773 061429)","Jigger vessels (LJ)",37,"Hooks and lines (nei) (LX)","Registered Length",50.23,Meters,"Moulded Depth",4.15,Meters,"Moulded Breadth",9.50,Meters,722.00,"Gross Tonnage (GT)",1300.00,"Horse Power (hp)",528.00m³,50,"Freon Refrigeration System","Tons / Day"
1354,Korea,"AGNES 109",,9512036-6471101,,Busan,,7417800,,DTBS2,,"B : 773111055  C : 444041210","Jigger vessels (LJ)",33,"Hooks and lines (nei) (LX)","Registered Length",49.68,Meters,"Moulded Depth",4.00,Meters,"Moulded Breadth",8.60,Meters,604.00,"Gross Tonnage (GT)",1200.00,"Horse Power (hp)",448.25m³,,,
1710,Korea,"AGNES 110",,2011002-6261408,,Busan,,9897078,,6KSM,,"INTERNET TEL: 070-7403-2756 / INMARSAT TEL: 870-773-061-117","Japanese type  liners (LPJ)",,"Hooks and lines (nei) (LX)","Length Overall (LOA)",66.36,Meters,"Moulded Depth",7.20,Meters,"Moulded Breadth",11.00,Meters,1336.00,"Gross Tonnage (GT)",1650.00,"Kilowatts (kW)",851.36m³,,,
1850,Korea,"CM PARK",,2111002-6261406,,Busan,,9929479,,6KSS,,870773069874,"Jigger vessels (LJ)",,"Hooks and lines (nei) (LX)","Length Overall (LOA)",66.36,Meters,"Moulded Depth",7.20,Meters,"Moulded Breadth",11.00,Meters,499.00,"Gross Tonnage (GT)",1618.00,"Kilowatts (kW)",833.19m³,,,
1849,Korea,"DREAM PARK","105 KUMYANG",2111001-6261407,,Busan,,9929467,,6KSQ,441383000,"INMARSAT FX & FBB (ⓣ07088955357 /ⓣ07088955358 / ⓣ773069544","Jigger vessels (LJ)",,,"Length Overall (LOA)",66.36,Meters,"Moulded Depth",7.20,Meters,"Moulded Breadth",11.00,Meters,499.00,"Gross Tonnage (GT)",1618.00,"Kilowatts (kW)",833.19m³,80,"Air Blast","Tons / Day"
109,Korea,"KUMYANG NO.102",,9512421-6260001,,Busan,,9041928,,6LZQ,,"C: 444001731","LIFT NETTERS (NO), Japanese type  liners (LPJ)",35,"Boat-operated lift nets (LNB)","Length Overall (LOA)",51.73,Meters,,4.15,Meters,"Moulded Breadth",9.50,Meters,544.00,"Gross Tonnage (GT)",1400.00,"Horse Power (hp)",684.76m³,200.19,"Air Blast","Cubic Metres"
1338,Korea,"NO. 5 DONG IL",,9508030-6481355,,Busan,,9033763,,DTAU2,,"B : 773178637  C : 444050211","Jigger vessels (LJ)",35,"Hooks and lines (nei) (LX)","Registered Length",61.11,Meters,"Moulded Depth",6.65,Meters,"Moulded Breadth",10.40,Meters,1028.00,"Gross Tonnage (GT)",2400.00,"Horse Power (hp)",877.00m³,,,
1339,Korea,"NO.101 EUN HAE",,0310001-6261407,,Busan,,7923847,,DTBN5,,"B : 773111329  C : 444036010","Jigger vessels (LJ)",36,"Hooks and lines (nei) (LX)","Registered Length",51.96,Meters,"Moulded Depth",4.15,Meters,"Moulded Breadth",9.50,Meters,741.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",681.00m³,,,
111,Korea,"NO.103 BADA",,0707001-6261406,,Busan,,8703488,,DTBT8,,"B: 773170337  C: 444000773","LIFT NETTERS (NO), Japanese type  liners (LPJ), Jigger vessels (LJ)",40,"Boat-operated lift nets (LNB), Hooks and lines (nei) (LX)","Registered Length",64.03,Meters,"Moulded Depth",7.00,Meters,"Moulded Breadth",10.60,Meters,1114.00,"Gross Tonnage (GT)",1800.00,"Horse Power (hp)",1091.89m³,105,"Air Blast","Tons / Day"
1134,Korea,"NO.103 KUMYANG","WAKASHIO MARU NO.85",1708003-6261107,,Busan,,8804282,ECUADOR,6KMD,,"773111401  440816000","LIFT NETTERS - using boat operated net (NB), Japanese type  liners (LPJ)",39,"Boat-operated lift nets (LNB), Mechanized lines and pole-and-lines (LHM)","Length Overall (LOA)",62.24,Meters,,6.90,Meters,"Moulded Breadth",10.60,Meters,377.00,"Gross Tonnage (GT)",1000.00,"Horse Power (hp)",1111.40m³,,,
1342,Korea,"NO.108 EUN HAE",,0807001-6261100,,Busan,,8708165,,DTBU9,,"B : 773111164  C : 444049511","Jigger vessels (LJ)",42,"Hooks and lines (nei) (LX)","Registered Length",59.12,Meters,"Moulded Depth",6.80,Meters,"Moulded Breadth",10.60,Meters,1128.00,"Gross Tonnage (GT)",2000.00,"Horse Power (hp)",1114.00m³,,,
1341,Korea,"NO.109 EUN HAE",,1409001-6261103,,Busan,,8609670,,6KCD3,,"B : 773110878  C : 444000819","Jigger vessels (LJ)",39,"Hooks and lines (nei) (LX)","Registered Length",60.17,Meters,"Moulded Depth",6.60,Meters,"Moulded Breadth",10.20,Meters,997.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",842.00m³,,,
112,Korea,"NO.27 HAE IN",,1401001-6261109,,Busan,,8706832,,6KCD,,"B: 773110798  C: 444000762","LIFT NETTERS (NO), Japanese type  liners (LPJ)",41,"Boat-operated lift nets (LNB)","Length Overall (LOA)",63.99,Meters,,7.00,Meters,"Moulded Breadth",10.60,Meters,1096.00,"Gross Tonnage (GT)",1800.00,"Horse Power (hp)",1129.91m³,80,"Air Blast","Tons / Day"
113,Korea,"NO.301 SAMYOUNG",,9512317-6260008,,Busan,,8623145,,HLLN,440076000,"B: 773110691  C: 444001723","LIFT NETTERS (NO), Japanese type  liners (LPJ), Jigger vessels (LJ)",37,"Boat-operated lift nets (LNB), Hooks and lines (nei) (LX)","Length Overall (LOA)",50.10,Meters,,9.00,Meters,"Moulded Breadth",3.80,Meters,454.00,"Gross Tonnage (GT)",882.00,"Kilowatts (kW)",478.90m³,178.72,"Air Blast","Cubic Metres"
695,Korea,"NO.601 DAGAH","IKA NO.1",1703001-6261403,,Busan,,8614895,,6KCF,,"B: 773111397  C: 444001691    FBB(870-773-808-605), INMARSAT-C, FURUNO, FELCOM 19(ID:444001923)","LIFT NETTERS (NO), Japanese type  liners (LPJ)",49,"Boat-operated lift nets (LNB)","Length Overall (LOA)",61.28,Meters,,6.65,Meters,"Moulded Breadth",10.20,Meters,999.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",1285.47m³,100,"Air Blast","Tons / Day"
116,Korea,"NO.7 DAE YANG","NO. 505 GEUM JEONG",9512147-6260004,,Busan,,7408299,,6MXF,444001822,"GX (870-773-068-362)","Jigger vessels (LJ)",34,"Boat-operated lift nets (LNB)","Length Overall (LOA)",49.00,Meters,"Moulded Depth",3.95,Meters,"Moulded Breadth",9.00,Meters,490.00,"Gross Tonnage (GT)",1450.00,"Pferdestärke (ps)",620.26m³,50,"Air Blast","Tons / Day"
697,Korea,"NO.7 DONG IL",,1502001-6263809,,Busan,,8910952,,6MWW,,"B: 773178637  C: 444070110","Stick-held dip netters (NS), Jigger vessels (LJ)",40,"Boat-operated lift nets (LNB)","Length Overall (LOA)",61.53,Meters,,6.80,Meters,"Moulded Breadth",10.70,Meters,1154.00,"Gross Tonnage (GT)",1800.00,"Horse Power (hp)",1040.00m³,75,"Air Blast","Tons / Day"
1709,Korea,"NO.801 SEUNG JIN",,2011003-6261407,,Busan,,9897080,,6KSO,773-060-519,"INTERNET TEL : 070-7456-8932","Japanese type  liners (LPJ)",39,"Hooks and lines (nei) (LX)","Length Overall (LOA)",66.36,Meters,"Moulded Depth",7.20,Meters,"Moulded Breadth",11.00,Meters,499.00,"Gross Register Tonnage (GRT)",2200.00,"Horse Power (hp)",849.00m³,,,
115,Korea,"NO.803 TONGYOUNG",,1006001-6261401,,Busan,,8610485,,DTBY2,,"B: 765061847  Other Data Service/Devices: ARGOS(124287)","LIFT NETTERS (NO), Japanese type  liners (LPJ), Jigger vessels (LJ)",38,"Boat-operated lift nets (LNB), Hooks and lines (nei) (LX)","Registered Length",49.91,Meters,"Moulded Depth",3.95,Meters,"Moulded Breadth",8.90,Meters,662.00,"Gross Tonnage (GT)",1500.00,"Horse Power (hp)",522.00m³,50,"Air Blast","Tons / Day"
1851,Korea,"No.805 TONG YONG",,2112001-6261405,,Busan,,9929481,,6KSR,,"""VSAT   870-773-067-492""","Jigger vessels (LJ)",,"Hooks and lines (nei) (LX)","Length Overall (LOA)",66.36,Meters,"Moulded Depth",7.20,Meters,"Moulded Breadth",11.00,Meters,1336.00,"Gross Tonnage (GT)",2200.00,"Kilowatts (kW)",833.00m³,96.3,"Air Blast","Tons / Day"
1343,Korea,"No.808 TONG YOUNG",,0701001-6263808,,Busan,,8614352,,DTBS9,,"FB250(870-773-067-492)    INMARSAT-C, T&T, SAILOR6150(ID444068310)","Jigger vessels (LJ)",38,"Hooks and lines (nei) (LX)","Registered Length",60.49,Meters,"Moulded Depth",6.60,Meters,"Moulded Breadth",10.20,Meters,316.00,"Gross Register Tonnage (GRT)",1600.00,"Horse Power (hp)",927.50m³,90,"Air Blast","Tons / Day"
110,Korea,"SAE IN No.1","NO.101 AMOR, NO.101 INSUNG",9512344-6260005,,Busan,,9041992,,DTZJ,,"C: 444006295  Satellite-based telephony: 870773110771  Other Data Service/Devices: ARGOS(155555)","LIFT NETTERS (NO), Japanese type  liners (LPJ)",39,"Boat-operated lift nets (LNB)","Registered Length",53.40,Meters,,4.15,Meters,"Moulded Breadth",9.50,Meters,794.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",698.20m³,80,"Air Blast","Tons / Day"
117,Korea,"SAE IN No.3","NO.703 AMOR, NO.703 INSUNG",1010002-6261107,,Busan,,8708074,,DTBY6,,"C: 444076610  Satellite-based telephony: 870773110189  Other Data Service/Devices: ARGOS(155701)","LIFT NETTERS (NO), Japanese type  liners (LPJ)",42,"Boat-operated lift nets (LNB)","Registered Length",63.89,Meters,,7.01,Meters,"Moulded Breadth",10.60,Meters,1106.00,"Gross Tonnage (GT)",1800.00,"Horse Power (hp)",1134.71m³,100,"Air Blast","Tons / Day"
1345,Korea,"SAE IN No.5","NO.705 AMOR, NO.705 INSUNG",1010001-6261108,,Busan,,8708141,,DTBY7,,"C : 444076720  Satellite-based telephony : 870773110190  Other data service/devices : ARGOS(155460)","Jigger vessels (LJ)",42,"Hooks and lines (nei) (LX)","Registered Length",63.70,Meters,"Moulded Depth",6.96,Meters,"Moulded Breadth",10.80,Meters,1123.00,"Gross Tonnage (GT)",1800.00,"Horse Power (hp)",949.51m³,,,
1346,Korea,"SAE IN No.7","NO.707 AMOR, NO.707 INSUNG",9512418-6260006,,Busan,,9042051,,6LRR,,"c : 444002080  Satellite-based telephony : 870773110310  Other data service/devices : ARGOS(155675)","Jigger vessels (LJ)",40,"Hooks and lines (nei) (LX)","Registered Length",53.93,Meters,"Moulded Depth",4.15,Meters,"Moulded Breadth",9.50,Meters,794.00,"Gross Tonnage (GT)",1400.00,"Horse Power (hp)",698.20m³,,,
1347,Korea,"SAE IN No.9","SAM YOUNG NO.101, NO.1 GLORIA",9510065-6260007,,Busan,,8827583,,6MOR,440684000,"Satellite-based telephony : 870773070996  INTERNET TEL : 07088941469","Jigger vessels (LJ)",41,"Hooks and lines (nei) (LX)","Registered Length",55.02,Meters,"Moulded Depth",4.35,Meters,"Moulded Breadth",9.60,Meters,951.00,"Gross Tonnage (GT)",1600.00,"Horse Power (hp)",1194.00m³,,,
121,Korea,"SKYMAX 101",,1307001-6261403,,Busan,,8662828,,6KCC6,,"B: 773110001  C: 444001471","LIFT NETTERS (NO), Japanese type  liners (LPJ), Jigger vessels (LJ)",49,"Boat-operated lift nets (LNB), Hooks and lines (nei) (LX)","Length Overall (LOA)",65.24,Meters,,4.80,Meters,"Moulded Breadth",10.80,Meters,1402.00,"Gross Tonnage (GT)",2200.00,"Horse Power (hp)",1319.04m³,100,"Air Blast","Tons / Day"
783,Korea,"SUNG KYUNG 517","HAKUREI MARU NO.8",1706001-6261103,P-04-00950,Busan,Manta,8904903,ECUADOR,6KMC,440855000,C:14135072,"LIFT NETTERS (NO), Stick-held dip netters (NS), Japanese type  liners (LPJ), Jigger vessels (LJ)",40,"Boat-operated lift nets (LNB), Hooks and lines (nei) (LX)","Length Overall (LOA)",54.62,Meters,,6.25,Meters,"Moulded Breadth",9.40,Meters,281.00,"Gross Tonnage (GT)",712.00,"Kilowatts (kW)",1101.00m³,1101,"Air Blast","Cubic Metres"
1495,Russia,AHTIAR,Kokand,ND-0415,,Nakhodka,,8411085,,UAMB,273240400,,"TRAWLERS (TO)",96,TRAWLS,"Length Between Perpendiculars (LPP)",85.75,Meters,"Moulded Depth",10.00,Meters,"Moulded Breadth",15.90,Meters,3816.00,"Gross Tonnage (GT)",3825.00,"Kilowatts (kW)",3000.00m³,,,
685,Russia,ANTUR,"DALMOR II GDY-305","BK 0723",,Vladivostok,,8509129,Poland,UBSI8,273359270,,"TRAWLERS (TO)",96,TRAWLS,"Length Between Perpendiculars (LPP)",85.70,Meters,"Moulded Depth",10.00,Meters,"Moulded Breadth",15.90,Meters,3861.00,"Gross Tonnage (GT)",3200.00,"Kilowatts (kW)",3014.04m³,,,
681,Russia,"ARCTIC LIDER",,PK-1777,,Petropavlovsk-Kamchatsky,,8702393,,UEUT,273318720,,"TRAWLERS (TO)",60,TRAWLS,"Length Between Perpendiculars (LPP)",55.33,Meters,"Moulded Depth",7.69,Meters,"Moulded Breadth",12.80,Meters,1930.00,"Gross Tonnage (GT)",2460.00,"Kilowatts (kW)",1232.15m³,,,
676,Russia,ARINA,,HC-1433,"Z 0151",Nevelsk,Vladivostok,8723921,,UGIJ,,,"Trap setters nei (WOX)",32,"Midwater trawls (nei) (TM)","Length Between Perpendiculars (LPP)",48.12,Meters,"Moulded Depth",6.00,Meters,"Moulded Breadth",10.50,Meters,878.00,"Gross Tonnage (GT)",970.00,"Kilowatts (kW)",405.60m³,,,
1948,Russia,ASBJORN,"ASBJORN SENIOR",NS-1228,,Nevelsk,,9191735,"VAGUR,  FAROE ISLANDS",UALP,273389460,"Inmarsat-С 1: 427308175  Inmarsat-С 2: 427308176  FBB Voice: 870773409313  AIS, SI-30AR  INMARSAT, SAILOR 6110 GMDSS SYSTEV/SSAS/LRIT","TRAWLERS (TO)",13,"Bottom trawls (nei) (TB)","Length Overall (LOA)",57.75,Meters,"Moulded Depth",7.96,Meters,"Moulded Breadth",12.00,Meters,1372.00,"Gross Register Tonnage (GRT)",2004.00,"Kilowatts (kW)",700.00m³,,,
553,Russia,ATMODA,ANMODA,200426528,,Vladivostok,Panama,8908076,PANAMA,UBIR2,273439810,"c-427312722  Satellite-based Telephony: 00870 773503253  Other Data Service/Devices: atmoda@fleet-mail.com","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",144.34,Meters,"Moulded Depth",13.60,Meters,"Moulded Breadth",22.20,Meters,12413.00,"Gross Register Tonnage (GRT)",7600.00,"Kilowatts (kW)",13184.00m³,465588,"Freon Refrigeration System","Cubic Feet"
679,Russia,AVACHA,,PK-1309,,Petropavlovsk-Kamchatsky,,8918643,,UHMM,273310460,,"TRAWLERS (TO)",49,TRAWLS,"Length Between Perpendiculars (LPP)",46.99,Meters,"Moulded Depth",6.90,Meters,"Moulded Breadth",12.00,Meters,1195.00,"Gross Tonnage (GT)",1980.00,"Kilowatts (kW)",798.36m³,,,
1915,Russia,Bekas,,HK-0736,,,,8827480,,UANN,,,"TRAP SETTERS (WO)",35,"Midwater trawls (nei) (TM)","Length Between Perpendiculars (LPP)",48.09,Meters,"Moulded Depth",3.76,Meters,"Moulded Breadth",8.90,Meters,628.00,"Gross Tonnage (GT)",883.00,"Kilowatts (kW)",223.42m³,,,
1128,Russia,"BORIS TROFIMENKO",THOR,PK-1430,,Petropavlovsk-Kamchatsky,,8907058,"Republik of Vanuatu",UHSR,,"C: FURUNO Felcom 15 427305466  Satelite-based Telephony: Fleet Broad Band 870 773 139 001   VSAT 792 735 0165  Other Data Service/Devices: FURUNO MF/HF 2570                    VHF Furuno MF 8800                      SEP-406 Samyang","Stern trawlers freezer (TTF)",130,"Single boat midwater otter trawls (OTM)","Length Overall (LOA)",91.10,Meters,,9.20,Meters,"Moulded Breadth",20.00,Meters,7805.00,"Gross Tonnage (GT)",5920.00,"Kilowatts (kW)",7861.10m³,"1.12, 1.44","Plate Freezer, Plate Freezer","Tons / Day, Tons / Day"
1143,Russia,"BUKHTA NATALII","SAWOLL 6","BUKHTA NATALII",,Vladivostok,,7929786,Panama,UBNI6,,,"Vessels supporting fishing related activities [NON-FISHING VESSELS] (VO)",13,,"Length Between Perpendiculars (LPP)",64.87,Meters,"Moulded Depth",6.65,Meters,"Moulded Breadth",11.00,Meters,1221.00,"Gross Tonnage (GT)",1324.00,"Kilowatts (kW)",2834.00m³,,,
1142,Russia,"CORONA REEFER",,"CORONA REEFER",,Vladivostok,,9004358,,UIAE,273352700,,"Vessels supporting fishing related activities [NON-FISHING VESSELS] (VO)",12,,"Length Between Perpendiculars (LPP)",65.65,Meters,"Moulded Depth",7.10,Meters,"Moulded Breadth",12.20,Meters,1488.00,"Gross Tonnage (GT)",1471.00,"Kilowatts (kW)",2682.19m³,,,
