Name,"Built in Country","Built in Year","IMO Number","WCPFC ID","FFA ID","International Radio Call Sign (IRCS)",MMSI,"Registration Number",Flag,Type,"Registration Start","Registration Period","Current Status","Application Type",Registrant,"Registrant Acting As","Reason for Deregistration","Registration Number","Port of Registry","Vessel Tonnage (GRT)","Hull Material","Vessel Length (LOA)","Vessel Length (PP)","Vessel Length (RL)","Rated Speed","Normal Crew Complement","Engine Model","Total Fuel Carrying Capacity","Total Power of Main Engine or Engines","Power Unit","Fish Hold Capacity","Fish Hold Capacity Unit","Freezer Types","Refrigerant Used Type","Refrigerant Used Capacity","Previous Names","Last Radio Call Sign (IRCS)","Last Flag State Registration Number","Previous Flag","Owner Company Name","Owner Mailing Address","Operator Name","Operator Mailing Address","Vessel Master Name","Vessel Master Nationality","Fishing Master Name","Fishing Master Nationality","Recent side-view vessel photo","Recent plan-view vessel photo"
"BOYANG BERING",Japan,2019,9851191,11793,36868,3EGZ,352274000,50214-19-B,Panama,"Fish Carrier/Reefer",12-Dec-2024,11-Dec-2025,Approved,"Good Standing Foreign","Khana Marine Ltd","Charterer / Operator",,50214-19-B,PANAMA,6592.00,Steel,"134.34 Metres",,"127.81 Metres","15.00 Knots",21,"MAN B&W","985.73 Kilolitres",4550.00,KW,8710.45,"Cubic Metres","Air Coils",R404A,"2600.00 Kg",,,,,"BY BERING S.A","BICSA FINANCIAL CENTER, 
60th Floor, Balboa Avenue, Panama City,
Republic Of Panama","KHANA MARINE LTD","12Fl PK Bldg 6-12 Jungang- Daero
180 Beon-Gil, Dong-Gu
Busan,
South Korea","CHONG PYONG HO","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/KakaoTalk_20240805_175833691_16.jpg
"SHUN JIE",Taiwan,2020,9911082,11967,36981,BJ5172,416006196,CT4-3172,Taiwan,Longline,11-Dec-2024,10-Dec-2025,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT4-3172,KAOHSIUNG,99.96,Fibreglass,"23.70 Metres",,,"12.00 Knots",13,JAPAN/MITSUBISHI,"28029.00 Kilolitres",940.00,HP,114.73,"Cubic Metres","Air Coils",R417A,"60.00 Kg",,,,,"TSAI, JUI-MING","No.2-5, Lizuo Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)

Global Fishery Ltd - Charterer
P.O Box 1872, Honiara, Solomon Islands","Tsai Jui-Ming","No.2-5, Lizuo Rd., Linbian Township
Pingtung County 92745
Taiwan (R.O.C)","TSAI, JUI-MING",Taiwan,"TSAI, JUI-MING",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/43172%E9%A0%86%E6%8D%B7%E8%99%9F-%E5%B1%8B%E9%A0%82.jpg
"XIN SHI JI 79",China,2005,8653530,151,35618,BZVZ9,412695640,(ZHE)CHUANDENG(JI)(2022)FT200025,China,Longline,11-Dec-2024,10-Dec-2025,Approved,"Good Standing Foreign","Zhejiang Ocean Family Co., Ltd",Owner,,(ZHE)CHUANDENG(JI)(2022)FT200025,ZHOUSHAN,634.00,,"56.50 Metres","48.70 Metres","48.70 Metres","12.00 Knots",30,6M26AFTE,"220.00 Kilolitres",735.00,HP,230.00,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",,,Z07-050434,,"Zhejiang Ocean Family Co. Ltd","NO.1-6 Shanghui Road,Ganlan,
Dinghai District,Zhoushan,Zhejiang,China","ZHEJIANG OCEAN FAMILY CO.,LTD","NO.1-6 Shanghui Road,
Ganlan, Dinghai District
Zhoushan
Zhejiang, China","Cheng Ping",China,"Cheng Ping",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/9c889536de578cc42fffeefbc74c8b8.jpg
"WOOJIN CHEMI",Japan,2003,9272814,12081,37020,D7JN,440373000,JJR-231066,"Korea, Republic of",Bunker,11-Dec-2024,10-Dec-2025,Approved,"Good Standing Foreign","Tone Shipping Co., Ltd","Authorised Agent",,JJR-231066,JEJU,5347.00,Steel,"112.40 Metres",,,"12.70 Knots",18,MAKITA,"660.00 Kilolitres",3900.00,KW,,"Cubic Metres",,,,,,,,"WOOJIN SHIPPING CO., LTD.","Daelim Bldg #301, 7, Jungang-Daero 132Beon-Gil,  Jung-Gu, Busan, Republic of Korea (Postal Code: 48936)","Woojin Shipping Co., Ltd","Daelim Bldg #501, 7, Jungang-Daero
132 Beon-Gil, Jung-Gu, 
BUSAN 48936
Korea, Republic of","O, YEUNG-SU","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/D7JN_WOOJIN%20CHEMI_01.DEC_.2023%20%281%29.jpg
"BERNADETTE MARIE",Japan,1984,8500446,10402,35381,4DET-2,548003500,00-0002174,Philippines,"Fish Carrier/Reefer",11-Dec-2024,10-Dec-2025,Approved,"Good Standing Foreign","Trans-Pacific Journey Fishing Corp.",Owner,,00-0002174,MANILA,1463.00,Steel,"75.77 Metres",,"70.75 Metres","10.00 Knots",21,"AKASAKA A31","422.89 Kilolitres",1342.00,KW,1841.00,"Metric Tonnes",Brine,"Ammonia NH3","1841000.00 Kg","SHIN CHUN 106",,,Panama,"Nambawan Seafoods PNG Ltd","Portion 677, Busu Road
Malahang, Moorobe Province
PNG","Trans-Pacific Journey Fishing Corp.","1094-A North Bay Boulevard
Navotas City
Metro Manilla
Philippines","TEMBREVILLA, JOEDALYN",Philippines,"TEMBREVILLA, JOEDALYN",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Picture%20Bernadette%20Marie.jpg
"LAUREN MARIE TAYLOR",Taiwan,1989,8748517,4010,24588,DUA-6679,548687200,00-0003069,Philippines,"Single Purse Seiner",11-Dec-2024,10-Dec-2025,Approved,"Good Standing Foreign","Trans-Pacific Journey Fishing Corp.","Charterer / Operator",,00-0003069,MANILA,1088.00,Steel,"64.70 Metres","64.40 Metres","56.64 Metres","13.00 Knots",39,DAIHATSU,"357.00 Kilolitres",2205.07,HP,944.00,"Metric Tonnes",Brine,"Ammonia NH3","944000.00 Kg","HSIEH FENG 701",DUA6679,,Taiwan,"Nambawan Seafoods PNG Ltd","PORTION 677, BUSU RD.
MALAHANG LAE
PAPUA NEW GUINEA","Trans-Pacific Journey Fishing Corporation","1094-A Northbay Bouleveard
Navotas City, Manilla
Philippines","DENIEGA, TRIFON",Philippines,"DELOS SANTOS, EDGARDO",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/IMG_3311.jpeg
ZHONGSHUI947,China,2024,1077464,12348,37233,BZZA4,412549947,(LU)CHUANDENG(JI)(2024)FT-200119,China,Longline,09-Dec-2024,08-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2024)FT-200119,YANTAI,313.00,,"37.41 Metres",,"37.41 Metres","10.00 Knots",10,XCW6200ZC,"140.00 Kilolitres",600.00,KW,160.00,"Metric Tonnes","Air Coils",R507A,"800.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","HUANG ER",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E4%B8%AD%E6%B0%B4947%E9%A1%B6%E7%85%A7.jpg
ZHONGSHUI927,China,2024,1077440,12346,37231,BZZA2,412549927,(LU)CHUANDENG(JI)(2024)FT-200117,China,Longline,09-Dec-2024,08-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2024)FT-200117,YANTAI,313.00,Steel,"37.41 Metres",,"37.41 Metres","10.00 Knots",9,XCW6200ZC,"140.00 Kilolitres",600.00,KW,160.00,"Metric Tonnes","Air Coils",R507A,"800.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","WANG JUN SHENG",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E4%B8%AD%E6%B0%B4927%E9%A1%B6%E7%85%A7.jpg
"PACIFIC JOURNEY",Japan,2005,9314612,10711,36655,H3CN,352241000,46792-15-D,Panama,"Fish Carrier/Reefer",09-Dec-2024,08-Dec-2025,Approved,"Good Standing Foreign","Siong Soon Shipping Corp.",Owner,,46792-15-D,PANAMA,4522.00,,"120.75 Metres",,"113.37 Metres","13.50 Knots",20,"6L35MC DIESEL","1180.89 Kilolitres",4070.00,PS,5743.40,"Cubic Metres","Air Coils",R22,"3000.00 Kg","Tuna Princess",H3CN,,Panama,"Siong Soon Shipping Corporation","No.39, Yugang S 1st Road, Cianjhen District, Kaohsiung city, Taiwan(R.O.C.)","Siong Soon Shipping Corporation","No.39, Yugang S 1st Road, 
Cianjhen District, 
Kaohsiung city
Taiwan(R.O.C.)","Albuera Allan Serano",Philippines,"Albuera Allan Serano",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/IMG_20241114_075713.jpg
ZHONGSHUI957,China,2024,1077476,12349,37234,BZZA5,412549957,(LU)CHUANDENG(JI)(2024)FT-200115,China,Longline,09-Dec-2024,08-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2024)FT-200115,YANTAI,313.00,,"37.41 Metres",,"37.41 Metres","10.00 Knots",11,XCW6200ZC,"140.00 Kilolitres",600.00,KW,160.00,"Metric Tonnes","Air Coils",R507A,"800.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","YANG YI GUO",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E4%B8%AD%E6%B0%B4957%E9%A1%B6%E7%85%A7.jpg
ZHONGSHUI937,China,2024,1077452,12347,37232,BZZA3,412549937,(LU)CHUANDENG(JI)(2024)FT-200118,China,Longline,09-Dec-2024,08-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2024)FT-200118,YANTAI,313.00,,"37.41 Metres",,"37.41 Metres","10.00 Knots",11,XCW6200ZC,"140.00 Kilolitres",600.00,KW,160.00,"Metric Tonnes","Air Coils",R507A,"800.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing
China","YUAN YA SHENG",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E4%B8%AD%E6%B0%B4937%E9%A1%B6%E7%85%A7.jpg
ZHONGSHUI917,China,2024,1077438,12345,37230,BZZA,412549917,(LU)CHUANDENG(JI)(2024)FT-200116,China,Longline,09-Dec-2024,08-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2024)FT-200116,YANTAI,313.00,Steel,"37.41 Metres","0.00 Metres","37.41 Metres","10.00 Knots",10,XCW6200ZC,"140.00 Kilolitres",600.00,KW,160.00,"Metric Tonnes","Air Coils",R507A,"800.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane,
Xi Dan, Beijing China","JI YONG",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E4%B8%AD%E6%B0%B4917%E9%A1%B6%E7%85%A7.jpg
KATAH,Japan,1995,9105360,8869,34503,DSRG3,441822000,JJR-111065,"Korea, Republic of","Fish Carrier/Reefer",08-Dec-2024,07-Dec-2025,Approved,"Good Standing Foreign","Ji Sung Shipping Co., Ltd",Owner,,JJR-111065,JEJU,4457.00,,"120.75 Metres",,,"14.00 Knots",21,,,4200.00,PS,6658.74,"Cubic Metres",,R22,,,,,,"Ji Sung Shipping Co., Ltd","15, Saemunan-Ro, 3 Gil
Jongno-Gu, Seoul
Republic of Korea","Ji Sung Shipping Co., Ltd","15, Saemunan-Ro, 3 Gil
Jongno-Gu, Seoul
Republic of Korea","KIM, CHONG IL","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Katah%201.jpg
SUIYUANYU39,China,2004,9917282,11997,35478,BZWA25,412549287,(YUE)CHUANDENG(JI)(2025)FT-200034,China,Longline,08-Dec-2024,07-Dec-2025,Approved,"Good Standing Foreign","Guangzhou Pelagic Fishery Co. Ltd","Authorised Agent",,(YUE)CHUANDENG(JI)(2025)FT-200034,GUANGZHOU,323.00,Steel,"37.41 Metres",,,"10.00 Knots",15,XCM6200ZC,"137.00 Kilolitres",600.00,KW,215.88,"Cubic Metres","Refrigerated Sea Water, Air Coils",R22,"350.00 Kg",,,,,"GUANGZHOU PELAGIC FISHERY CO. LTD.","Pharmaceutical Building, NO.2846 Xingang East Road, Haizhu District, Guangzhou, China","GUANGZHOU PELAGIC FISHERY CO. LTD.","Pharmaceutical Building, NO.2846 Xingang East Road, Haizhu District, Guangzhou, China","CHEN XIAOREN",China,"CHEN XIAOREN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/SYY39%E5%91%BC%E5%8F%B7%20Plan%20View.jpg
SUIYUANYU40,China,2004,9917294,11996,35480,BZWA28,412549288,(YUE)CHUANDENG(JI)(2025)FT-200032,China,Longline,08-Dec-2024,07-Dec-2025,Approved,"Good Standing Foreign","Guangzhou Pelagic Fishery Co. Ltd","Authorised Agent",,(YUE)CHUANDENG(JI)(2025)FT-200032,GUANGZHOU,323.00,Steel,"37.41 Metres",,,"10.00 Knots",15,XCM6200ZC,"138.00 Kilolitres",600.00,KW,215.88,"Cubic Metres","Air Coils",R22,"350.00 Kg",,,,,"GUANGZHOU PELAGIC FISHERY CO. LTD.","Pharmaceutical Building, NO.2846 Xingang East Road, Haizhu District, Guangzhou, China","GUANGZHOU PELAGIC FISHERY CO. LTD.","Pharmaceutical Building,
No.2846 Xingang East Road,
 Haizhu District, Guangzhou
China","MAI WEIMING",China,"MAI WEIMING",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/SUI%20YUAN%20YU%2040%20PLAN%20%20PHOTO%202024_0.jpg
SUIYUANYU38,China,2004,9917270,11995,36052,BZWA22,412549286,(YUE)CHUANDENG(JI)(2025)FT-200033,China,Longline,08-Dec-2024,07-Dec-2025,Approved,"Good Standing Foreign","Guangzhou Pelagic Fishery Co. Ltd",Owner,,(YUE)CHUANDENG(JI)(2025)FT-200033,GUANGZHOU,323.00,Steel,"37.41 Metres",,,"10.00 Knots",15,XGW6200zc-51,"137.06 Kilolitres",600.00,KW,215.88,"Cubic Metres","Air Coils",R404A,"900.00 Kg",,,,,"GUANGZHOU PELAGIC FISHERY CO. LTD.","Pharmaceutical Building, NO.2846 Xingang East Road, Haizhu District, Guangzhou, China","GUANGZHOU PELAGIC FISHERY CO. LTD.","Pharmaceutical Building, 
NO.2846 Xingang East Road, 
Haizhu District,
Guangzhou, China","TAN SHENG",China,"TAN SHENG",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/SYY38%E5%91%BC%E5%8F%B7.jpg
"LU RONG YUAN YU 59",China,2012,9691905,10618,36427,BBZN9,412328724,(LU)CHUANDENG(JI)(2022)FT-200176HAO,China,Longline,07-Dec-2024,06-Dec-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2022)FT-200176HAO,SHIDAO,276.00,Steel,"37.56 Metres",,,"10.00 Knots",14,XGW6200,"108.00 Kilolitres",698.00,KW,244.40,"Cubic Metres","Air Coils",R22,"350.00 Kg",,,,,"Shandong Lidao Oceanic Technology Company Limited","Lidao Village, Lidao Town, Rongcheng City","Shandong Lidao Oceanic Technology Company Limited","Lidao Village, Lidao Town
Rongcheng City
Shandong Province
China","LIANG XINPING",China,"LIANG XINPING",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/59TOPVIEW.jpg
"LU RONG YUAN YU 598",China,2013,8669125,10681,36467,BBFC8,412329418,"(LU)CHUANDENG(JI) (2023)FT-200069",China,Longline,07-Dec-2024,06-Dec-2025,Approved,"Good Standing Foreign","China Overseas Fisheries Association","Authorised Agent",,"(LU)CHUANDENG(JI) (2023)FT-200069",SHIDAO,276.00,Steel,"42.50 Metres","36.50 Metres","37.56 Metres","11.60 Knots",14,CW6200ZC-102,"124.45 Kilolitres",750.00,KW,130.00,"Metric Tonnes","Air Coils",R404A,"750.00 Kg",,,,,"RONGCHENG MASHAN OCEAN FISHERIES CO., LTD","MASHAN CHENGSHAN TOWN, RONGCHENG CITY, SHANDONG PROVINCE","RONGCHENG MASHAN OCEAN FISHERY CO., LTD","MASHAN CHENGSHAN TOWN
RONGCHENG CITY
SHANDONG PROVINCE
CHINA","YAN PEIQUAN",China,"YAN PEIQUAN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/598-1.jpg
"ZHONG RONG 13",China,2009,8749107,9738,36024,BBFB3,412320027,(LU)CHUANDENG(JI)(2022)FT-200188,China,Longline,06-Dec-2024,05-Dec-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2022)FT-200188,SHIDAO,219.00,Steel,"35.16 Metres",,,"10.00 Knots",14,CW6200,"105.00 Kilolitres",720.00,KW,103.00,"Metric Tonnes","Air Coils",R22,"350.00 Kg",,,,,"RONGCHENG OCEAN FISHERY CO., LTD","RONGCHENG ,SHANDONG","RONGCHENG OCEAN FISHERY CO., LTD","No.169 Yugang Road
Rongcheng City
China","GAO JIE",China,"GAO JIE",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/ZHONG%20RONG%2013%20%20PHOTO%201_0.jpg
"ZHONG RONG 15",China,2009,8749119,9739,36025,BBFB4,412320028,(LU)CHUANDENG(JI)(2022)FT-200186,China,Longline,06-Dec-2024,05-Dec-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2022)FT-200186,SHIDAO,219.00,Steel,"35.16 Metres",,,"10.00 Knots",14,CW6200,"105.00 Kilolitres",720.00,KW,103.00,"Metric Tonnes","Air Coils",R22,"350.00 Kg",,,,,"RONGCHENG OCEAN FISHERY CO., LTD","RONGCHENG ,SHANDONG","RONGCHENG OCEAN FISHERY CO., LTD","No.169 Yugang Road 
Rongcheng City
China","REN JIDONG",China,"REN JIDONG",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/ZHONG%20RONG%2015%20PHOTO%202_0.jpg
"CHOKYU MARU NO.68",Japan,1988,8809218,211,37219,7LQK,431100990,KO1-856,Japan,Longline,05-Dec-2024,04-Dec-2025,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,KO1-856,MUROTO,408.00,Steel,"48.19 Metres",,,"10.50 Knots",30,"AKASAKA K28SFD","305.43 Kilolitres",735.00,KW,490.39,"Cubic Metres","Air Coils",R22,"3000.00 Kg","HABOMAI MARU NO.21",,,Japan,"YUGEN KAISHA CHOKYU","2-603 3 BAN, 2CHOME, MINAMIHARIMAYA-CHO, KOCHI-SHI,KOCHI,JAPAN","YUGEN KAISHA CHOKYU","2-603 3 BAN, 2CHOME
MINAMI HARIMAYA-CHO
KOCHI-SHI, KOCHI
JAPAN","KAZUHIRO TABUCHI",Japan,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo%202-Chokyu%2068.jpg
"XIN SHI JI NO.67",China,2001,8672524,132,37224,BZUZ4,412992000,(ZHE)CHUANGDENG(JI)(2021)FT-200100,China,Longline,05-Dec-2024,04-Dec-2025,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(ZHE)CHUANGDENG(JI)(2021)FT-200100,ZHOUSHAN,497.00,Steel,"48.60 Metres",,"48.60 Metres","11.00 Knots",28,6M28AFTE,"497.00 Kilolitres",882.00,KW,300.00,"Metric Tonnes","Air Coils","R1234ze, R22","2500.00 Kg",,,,,"Zhejiang New Times Internatioinal Fisheries Co.,Ltd","Station10,Room502,No1-5,Shanghui Road,Ganlan,Dinghai District,Zhoushan,Zhejiang.","Zhejiang New Times Internatioinal Fisheries Co.,Ltd","Station10, Rm 502, No1-5,
Shanghui Road, Ganlan
Dinghai District, Zhoushan,
Zhejiang, China","LIU BO",China,"LIU BO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/XSJ67%20Recent%20plan-view%20vessel%20photo.jpg
"SHOEI MARU NO.8",Japan,2017,9823704,11634,36803,7JZW,431001270,SO1-1361,Japan,"Pole and Line",05-Dec-2024,04-Dec-2025,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,SO1-1361,YAIZU,499.00,Steel,"65.45 Metres",,"56.87 Metres","12.80 Knots",30,"AKASAKA E28BSFD","343.00 Kilolitres",1471.00,KW,592.70,"Metric Tonnes",Brine,"R717 (Ammonia)","1260.00 Kg",,,,,"KABUSHIKI KAISHA SHOEI MARU","1344-3 Tajiri, Yaizu-shi, Shizuoka-ken, Japan","KABUSHIKI KAISHA SHOEI MARU","1344-3 Tajiri, 
Yaizu-shi, Shizuoka-ken
 Japan","KIYOSHI TATEISHI",Japan,"SHIGEYUKI TANIMIZU",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Shoei%208.jpg
"ZHONG SHUI 738",China,2018,9865271,11731,36845,BZYZ4,412549004,(LU)CHUANDENG(JI)(2023)FT-200161,China,Longline,04-Dec-2024,03-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2023)FT-200161,YANTAI,215.00,,"34.00 Metres",,"33.63 Metres","11.10 Knots",15,KTA19-MB3,"78.00 Kilolitres",407.00,KW,150.27,"Cubic Metres","Air Coils",R22,"500.00 Kg",,,,,"Solong Seafood Development Ltd","P.O.Box 2394 Honiara
Solomon Islands","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","He Yibo",China,"He Yibo",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/738%20top.jpg
"WIN RICH NO.707",Taiwan,2018,9868637,11727,36850,BL2132,416005556,CT80132,Taiwan,"Single Purse Seiner",04-Dec-2024,03-Dec-2025,Approved,"Good Standing Foreign","SAMSAN ENTERPRISE COMPANY","Authorised Agent",,CT80132,KAOHSIUNG,1668.00,,"74.71 Metres","65.71 Metres","67.39 Metres","15.35 Knots",40,6EY33W,"464.27 Kilolitres",4000.00,HP,1651.89,"Cubic Metres",Brine,AMMONIA,"950000.00 Kg",,,,,"WIN RICH FISHERY CO. LTD","8F - 3, No.107, Wumiao RD.,
Lingya Dist.,
KAOHSIUNG CITY 80289
Taiwan (R.O.C)","WIN RICH FISHERY CO. LTD","8F - 3, No.107, Wumiao RD.,
Lingya Dist.,
Kaohsiung City 80289
Taiwan (R.O.C)","Chen Chiang Wei",Taiwan,"LEE JONG UN",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E7%94%B2%E6%9D%BF%E7%9B%B8%E7%89%87_0.jpg
"ZINNIA 2",Japan,1976,6913819,1053,34048,DXNA,548393200,00-0000374,Philippines,Bunker,03-Dec-2024,02-Dec-2025,Approved,"Good Standing Foreign","Frabelle PNG Limited","Charterer / Operator",,00-0000374,MANILA,491.00,Steel,"49.60 Metres","49.60 Metres","49.60 Metres","10.00 Knots",13,NIIGATA,"700.00 Kilolitres",895.00,KW,0.00,"Metric Tonnes",Ice,none,"0.00 Kg",,,,,"LAKE HARVEST FISHING  CORPORATION","0083 Sitio Biga Brgy. 3rd District Jala-Jala Rizal, Philippines","FRABELLE PNG LIMITED","SECTION 277 LOT 1 
SPEYBANK STREET LAE CITY
PAPUA NEW GUINEA","RUSIANA, MITUDIO",Philippines,"RUSIANA, MITUDIO",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/cc0faa96-f395-4170-a5b6-d6101fe9c8ea.jpg
AMAGI,Japan,1997,9170963,4472,35445,H3FL,372770000,51839-20-A,Panama,"Fish Carrier/Reefer",03-Dec-2024,02-Dec-2025,Approved,"Good Standing Foreign","Kyoei Kaiun Kaisha, Ltd","Charterer / Operator",,51839-20-A,PANAMA,2782.00,Steel,"95.95 Metres","86.75 Metres","88.11 Metres","12.00 Knots",24,"AKASAKA A41S","724.48 Kilolitres",3600.00,HP,3793.93,"Cubic Metres","Air Coils",R22,"1652.00 Kg",,,25150-98,Panama,"New Power Ship S.a.","C/O Kyoei Kaiun Kaisha Ltd
2-15, 1 Chrome, 
Higashi Nihonbashi, Chuo-Ku,
TOKYO
Japan","Kyoei Kaiun Kaisha Ltd.","2-15, 1 Chrome, 
Higashi Nihonbashi, Chuo-Ku,
TOKYO
Japan","Adrianus Kurniawan Susanto Budi",Indonesia,"Adrianus Kurniawan Susanto Budi",Indonesia,,https://vessel-register.ffa.int/sites/default/files/vsr_files/received_643830246285389.jpeg
"VIVA GOGO 707",Taiwan,2000,9220287,4428,34312,YJRJ6,576574000,1214,Vanuatu,"Single Purse Seiner",03-Dec-2024,02-Dec-2025,Approved,"Good Standing Foreign","SAMSAN ENTERPRISE COMPANY","Authorised Agent",,1214,"PORT VILA",2248.00,,"79.89 Metres",,,"14.50 Knots",40,,,4500.00,PS,1848.00,"Cubic Metres",Brine,"R717 (Ammonia)","750000.00 Kg",,,,,"VIVI GOGO FISHERY CO., LTD.","FIRST FLOOR, ICOUNT BUILDING, KUMUL HIGHWAY, PORT VILA, VANUATU","VIVA GOGO FISHERY CO., LTD","FIRST FLOOR, ICOUNT BUILDING 
KUMUL HIGHWAY, PORT VILA
 VANUATU",KE-DESONG,China,KE-DESONG,China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E5%81%9C%E6%A9%9F%E5%9D%AA.jpg
"ZHONG SHUI 778",China,2018,9865312,11735,36849,BZYZ8,412549011,(LU)CHUANDENG(JI)(2023)FT-200165,China,Longline,02-Dec-2024,01-Dec-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2023)FT-200165,YANTAI,215.00,,"34.63 Metres",,"34.63 Metres","11.20 Knots",13,CW6200ZC,"109.14 Kilolitres",407.00,KW,150.27,"Cubic Metres","Air Coils",R22,"800.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","Sanjukta Shirthi Devi",Fiji,"Sanjukta Shirthi Devi",Fiji,,https://vessel-register.ffa.int/sites/default/files/vsr_files/778%20top.jpg
CHARO,Ecuador,1975,8107646,8907,34290,HC2995,735057564,P0400506,Ecuador,"Single Purse Seiner",01-Dec-2024,30-Nov-2025,Approved,"Good Standing Foreign",O.P.A.G.A.C.,"Authorised Agent",,P0400506,MANTA,2384.00,Steel,"86.79 Metres","76.00 Metres",,"13.00 Knots",27,DIESEL,"260.00 Kilolitres",3600.00,HP,1400.00,"Cubic Metres",Brine,AMMONIA,"0.50 Kg",,,P-04-00506,,"Conservas Isabel Ecuatoriana","Ave. 103 Calle 125 Los Esteros
Manta - Manabi (Ecuador)","Conservas Isabel Ecuatoriana","Ave. 103 Calle 125 Los Esteros
Manta - Manabi 
Ecuador","JOSE ROLANDO LOOR BAILON",Ecuador,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Charo%20-%20Plan%20View.jpg
